Category,Subcategory,Level 3 Category,Category ID
Women's Bags,Handbags,Doctor's Bag,19570
Women's Bags,Handbags,Handbag,19571
Women's Bags,Handbags,Handbag Set,19572
Women's Bags,Handbags,Others,7014
Women's Bags,Handbags,Satchel,19569
Women's Bags,Others,Others,7010
Women's Bags,Shoulder Bags,Bucket,8831
Women's Bags,Shoulder Bags,Hobo,9144
Women's Bags,Shoulder Bags,Others,7016
Women's Bags,Shoulder Bags,Shoulder Bag,19568
Women's Bags,Shoulder Bags,Sling,8833
Women's Bags,Tote Bags,Beach Bag,19576
Women's Bags,Tote Bags,Canvas Tote Bag,19575
Women's Bags,Tote Bags,Document Bag,19574
Women's Bags,Tote Bags,Others,7015
Women's Bags,Tote Bags,Shopper Bag,19573
